geo\time	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 
de23	30027.6 p	29405.3 	29087.0 	27945.6 	27726.5 	26916.5 	25407.3 	24458.7 	24407.1 	24419.7 
de24	28932.4 p	28233.1 	28287.3 	28288.4 	27297.6 	26875.4 	26254.9 	25621.8 	25956.5 	26281.4 
de25	54110.8 p	51979.2 	51182.9 	49330.3 	49377.2 	47401.3 	45339.5 	43794.3 	44005.3 	44153.6 
de26	36439.3 p	35625.8 	35106.6 	34416.6 	33092.2 	32076.9 	31088.9 	29973.1 	30115.9 	30053.2 
de27	50278.5 p	48692.1 	48644.4 	46671.7 	45112.6 	44578.2 	43019.7 	41136.1 	41737.1 	42116.5 
de30	79169.9 p	78594.3 	78512.2 	78523.0 	78382.1 	77946.0 	77052.9 	77381.1 	80624.4 	83418.1 
de41	20515.3 p	20378.6 	20039.7 	19920.1 	19065.0 	18478.7 	17696.8 	17245.8 	17304.0 	16776.9 
de42	27826.0 p	26845.1 	26480.4 	26105.9 	25919.6 	25155.1 	23991.0 	23634.2 	23545.8 	23070.5 
de50	23868.2 p	23493.2 	23301.0 	22731.7 	22109.5 	21359.5 	21126.6 	20922.0 	20843.1 	21151.1 
de60	78193.7 p	76977.3 	77864.3 	77460.0 	72554.2 	70640.6 	69483.0 	68014.5 	67826.1 	67675.4 
de71	136934.6 p	134826.5 	132760.9 	132971.7 	128308.7 	126173.1 	119252.3 	118010.0 	119886.7 	118640.0 
de72	25530.8 p	25205.5 	25008.9 	24741.1 	24195.2 	23335.8 	22694.4 	22354.7 	22445.6 	22451.7 
de73	32778.7 p	32385.2 	31915.7 	31368.6 	30596.6 	30097.8 	29286.1 	28479.3 	28578.7 	28741.9 
de80	31320.0 p	30865.9 	30784.9 	30671.8 	30060.8 	29792.0 	28797.5 	28783.6 	29059.9 	28557.4 
de91	40686.8 p	41303.9 	40439.5 	41713.1 	40400.0 	40736.6 	38527.0 	35825.0 	35920.9 	37035.9 
de92	54955.7 p	54163.9 	53169.9 	51775.7 	53301.4 	52195.5 	51571.0 	50419.1 	51151.4 	52148.4 
de93	33060.9 p	32366.4 	32408.6 	32402.7 	31936.4 	30978.1 	29914.1 	29793.9 	30328.7 	30221.7 
de94	56390.3 p	55162.0 	55446.0 	55907.8 	54479.2 	50975.2 	50679.5 	49141.7 	49342.8 	49231.9 
dea1	156421.9 p	152680.4 	152050.7 	150383.0 	146252.8 	143592.9 	140967.4 	136950.6 	138248.2 	140774.1 
dea2	120879.5 p	118572.9 	118401.5 	115044.4 	113955.3 	112727.3 	111871.2 	109491.6 	110209.2 	110741.7 
dea3	58025.6 p	56750.1 	56128.4 	55728.0 	54680.4 	53179.9 	51471.1 	51073.4 	51068.6 	52545.5 
dea4	52236.5 p	51055.4 	51400.1 	51104.5 	50706.9 	49585.5 	48276.2 	47214.6 	47623.5 	47596.4 
dea5	92607.1 p	90201.1 	90109.8 	89148.2 	88654.6 	86960.9 	85531.9 	83235.4 	82951.2 	85052.4 
deb1	34029.8 p	33396.7 	33153.9 	32300.2 	32240.9 	31489.2 	30450.9 	29887.4 	30413.5 	30648.7 
deb2	11319.4 p	11124.5 	10855.3 	10499.7 	10402.5 	10278.5 	9905.1 	9900.9 	9988.1 	10000.8 
deb3	50540.1 p	49298.7 	49066.4 	48194.6 	48392.4 	47292.7 	45791.7 	45164.2 	44994.4 	45978.3 
dec0	26482.9 p	25360.8 	25198.3 	25159.4 	24736.2 	24008.1 	23549.6 	23158.1 	23316.1 	24350.5 
ded1	29212.2 p	28490.4 	28031.4 	27125.6 	26515.5 	26278.0 	25712.5 	24990.1 	25274.1 	24928.7 
ded2	34894.4 p	33647.3 	32622.3 	31023.5 	29641.2 	29526.8 	28378.1 	28325.6 	29044.1 	28369.3 
ded3	21372.5 p	21265.2 	20739.2 	20099.8 	19509.7 	19690.5 	19181.2 	19340.3 	20041.8 	19711.9 
dee1	8984.5 p	8925.5 	8732.1 	8356.4 	8247.8 	8182.6 	8025.5 	7990.2 	8138.7 	8042.2 
dee2	16131.0 p	15679.5 	15613.4 	15015.0 	14951.1 	14664.6 	14236.3 	14292.9 	14290.0 	14066.9 
dee3	22012.7 p	21474.2 	21386.0 	20662.9 	20080.0 	19865.2 	19524.8 	18959.7 	18641.8 	18190.7 
def0	67932.2 p	66953.0 	66125.1 	66462.0 	64852.9 	63335.1 	61922.9 	61220.4 	61730.3 	61824.9 
deg0	44460.6 p	43309.0 	42275.9 	41693.1 	40602.2 	39860.5 	38241.5 	37518.1 	37159.0 	36514.2 
ee	9375.4 	8494.1 	7757.1 	6916.4 	6103.0 	5226.4 	4954.7 	4364.3 	3659.8 	2873.7 
ee00	9375.4 	8494.1 	7757.1 	6916.4 	6103.0 	5226.4 	4954.7 	4364.3 	3659.8 	2873.7 
ie	147569.2 	138941.2 	129946.9 	116756.5 	104552.9 	90612.4 	78810.7 	71718.1 	58370.4 	51325.0 
ie01	27868.9 	26239.8 	23819.8 	21211.8 	19076.5 	16357.3 	14432.0 	13335.4 	10987.2 	9787.0 
ie02	119700.3 	112701.4 	106127.1 	95544.7 	85476.4 	74255.1 	64378.7 	58382.7 	47383.2 	41538.0 
gr	168417.2 p	155543.2 p	143482.2 p	133104.6 	125892.1 	117849.5 	108977.3 	107103.0 	97972.9 	89888.3 
gr11	6173.6 p	5733.8 p	5418.9 p	5233.5 	4990.8 	5171.5 	4760.0 	4700.4 	4393.1 	4071.5 
gr12	23372.3 p	21478.9 p	20299.7 p	19120.5 	18271.2 	20573.4 	19048.3 	18921.2 	17118.5 	14843.7 
gr13	3313.2 p	3212.0 p	2959.6 p	2720.8 	2623.4 	3320.8 	3146.3 	3079.5 	2676.1 	2481.4 
gr14	8778.4 p	8251.6 p	7421.8 p	6919.8 	6436.2 	7246.3 	6840.0 	6599.3 	6019.4 	5523.6 
gr21	4136.5 p	3642.9 p	3388.1 p	3226.0 	3023.2 	2927.0 	2648.6 	2575.3 	2199.4 	2046.0 
gr22	3020.8 p	2776.5 p	2622.9 p	2484.3 	2240.5 	2043.1 	1881.5 	1887.8 	1595.2 	1450.7 
gr23	7148.7 p	6740.8 p	6227.7 p	5929.7 	5707.0 	6060.9 	5829.1 	5768.6 	5477.5 	5015.8 
gr24	8634.0 p	8237.4 p	7716.4 p	7501.7 	6958.9 	8427.8 	8257.6 	8319.1 	7873.9 	7046.7 
gr25	7417.6 p	6974.9 p	6514.8 p	6273.4 	6023.1 	6223.6 	5797.7 	5591.8 	4869.3 	4480.9 
gr30	80006.3 p	73359.1 p	66946.0 p	60554.5 	57304.3 	43674.8 	39761.9 	38757.6 	35933.0 	34220.5 
gr41	2203.4 p	2087.9 p	1853.5 p	1812.3 	1655.2 	2050.8 	1825.5 	1794.9 	1575.2 	1427.4 
gr42	5535.2 p	5117.0 p	4628.4 p	4467.6 	4195.3 	3784.8 	3391.7 	3375.0 	2937.6 	2559.2 
gr43	8677.3 p	7930.5 p	7484.4 p	6860.6 	6462.9 	6344.8 	5789.1 	5732.5 	5304.7 	4720.8 
es	840106.0 	782531.0 	729206.0 	680678.0 	630263.0 	579942.0 	536917.2 	505437.8 	490476.2 	456494.7 
es11	42868.6 	39876.9 	37282.8 	34966.5 	32731.1 	31735.1 	29485.8 	27994.7 	27345.4 	25642.0 
es12	18007.6 	16867.9 	15893.9 	14968.9 	13907.8 	13053.9 	12616.6 	11731.4 	11719.5 	11046.5 
es13	10499.7 	9750.0 	9154.7 	8488.3 	7786.0 	7273.1 	6689.4 	6239.0 	6082.2 	5704.8 
es21	51448.8 	48071.5 	45252.7 	42613.3 	39771.8 	37282.3 	34216.5 	31807.9 	30737.0 	28857.6 
es22	14282.9 	13314.2 	12467.3 	11652.3 	10941.9 	9796.4 	9160.6 	8716.2 	8405.5 	7781.2 
es23	6226.6 	5868.8 	5420.6 	5124.9 	4804.2 	4387.9 	4073.3 	3865.9 	3734.1 	3490.0 
es24	25939.6 	24302.3 	22703.8 	20980.2 	19592.7 	18107.0 	17126.3 	16504.4 	16054.8 	14928.6 
es30	148800.9 	138630.8 	129469.0 	120773.3 	111299.5 	99763.3 	92221.4 	85261.3 	82281.8 	76742.4 
es41	45697.7 	42592.2 	39785.2 	37196.0 	34864.4 	33432.5 	31158.4 	29808.5 	29595.7 	27884.1 
es42	28437.2 	26523.7 	24592.3 	22997.0 	21348.5 	20178.2 	19002.1 	17810.3 	17428.6 	16111.9 
es43	13984.7 	13014.0 	12099.5 	11300.8 	10549.2 	10038.8 	9192.4 	8665.4 	8495.5 	7860.7 
es51	157922.3 	147283.7 	137408.1 	128746.3 	119225.4 	108519.5 	100377.0 	95745.1 	93507.3 	86377.2 
es52	81781.4 	76276.8 	71332.1 	66529.7 	61037.4 	55887.3 	51728.8 	48360.6 	46394.9 	43186.8 
es53	21101.2 	19627.9 	18595.4 	17488.6 	16123.8 	14334.0 	12946.1 	12098.4 	11367.3 	10502.8 
es61	115347.9 	106501.2 	97811.9 	90644.8 	83915.3 	77207.3 	71481.6 	67825.3 	65612.4 	60861.6 
es62	21146.2 	19677.5 	18066.9 	16590.0 	15215.1 	13628.5 	12633.6 	11801.2 	11210.4 	10398.2 
es63	1260.7 	1177.2 	1080.1 	1006.0 	950.1 	: 	: 	: 	: 	: 
es64	1151.4 	1063.5 	978.5 	918.7 	864.5 	: 	: 	: 	: 	: 
es70	34200.6 	32110.8 	29811.0 	27692.5 	25334.4 	23520.6 	21046.7 	19446.9 	18702.3 	17354.5 
fr	1659020.0 	1594814.0 	1548555.0 	1497174.0 	1441371.0 	1366466.0 	1316171.7 	1258310.7 	1240362.4 	1201128.0 
fr10	469046.7 	455816.2 	441362.9 	423832.1 	411106.8 	386811.3 	369486.5 	356955.1 	352004.4 	339308.4 
fr21	33075.0 	30618.0 	30785.4 	30254.2 	30125.1 	28902.6 	28002.9 	26049.6 	25771.5 	25006.0 
fr22	40255.7 	38935.6 	38231.4 	37324.2 	36191.2 	34817.7 	33973.8 	32391.7 	32348.0 	31557.5 
fr23	43191.3 	41431.2 	40747.2 	40022.6 	39106.4 	37234.7 	36112.6 	34312.3 	34260.6 	33598.9 
fr24	59502.0 	57595.9 	55703.8 	54186.0 	52169.4 	50141.2 	48660.6 	46427.2 	46299.4 	45348.5 
fr25	32224.6 	30502.3 	29735.1 	28617.6 	28032.2 	27132.7 	25875.0 	25284.2 	25076.2 	24347.5 
fr26	37778.2 	35986.2 	35448.7 	34583.6 	33905.1 	33958.0 	32751.4 	31184.0 	30546.4 	29679.5 
fr30	84818.9 	81877.0 	79330.3 	76433.2 	74272.9 	71735.4 	70113.9 	66243.1 	66274.2 	64032.5 
fr41	51233.5 	49178.2 	48270.0 	47011.2 	45403.8 	43212.5 	42740.3 	40811.0 	40975.8 	40422.6 
fr42	45914.0 	43923.4 	43517.8 	42522.6 	41383.5 	40417.9 	38827.9 	37013.6 	37114.0 	35895.1 
fr43	26343.4 	25412.1 	25292.2 	24642.6 	23601.9 	22170.9 	21474.1 	20386.4 	20319.1 	19967.1 
fr51	82131.8 	78507.2 	76103.5 	73552.2 	69967.8 	64515.0 	62194.5 	58741.4 	58288.3 	56067.4 
fr52	71136.2 	67155.8 	64677.5 	62640.8 	60121.6 	56153.1 	54143.0 	51882.4 	50251.3 	48245.0 
fr53	37880.7 	36393.2 	35252.8 	33755.8 	32426.8 	30504.1 	29586.1 	28461.8 	27797.4 	27163.9 
fr61	74099.7 	70562.2 	69466.4 	66535.7 	62365.3 	59314.3 	58074.1 	54741.4 	53014.7 	51373.1 
fr62	64525.0 	62360.3 	59919.7 	57633.0 	53750.4 	50805.0 	48674.9 	46893.7 	45644.1 	44489.1 
fr63	15703.3 	15276.2 	15063.4 	14358.4 	13848.5 	13051.8 	12590.9 	12102.8 	11996.6 	11726.5 
fr71	158329.0 	151470.5 	145880.3 	142869.8 	137674.0 	131292.9 	126480.5 	120695.4 	117549.5 	112870.1 
fr72	29729.2 	28507.1 	27747.8 	26842.9 	26150.6 	25458.6 	24683.5 	23154.5 	22612.7 	21999.8 
fr81	51504.3 	49146.0 	47006.0 	45249.9 	42847.3 	40554.4 	38435.2 	36650.1 	35687.8 	34479.2 
fr82	117460.3 	112348.1 	108178.5 	104918.3 	99642.5 	91908.6 	88482.1 	84442.8 	83962.1 	81943.8 
fr83	5686.2 	5421.6 	5208.4 	5042.4 	4737.6 	4505.1 	4216.1 	3984.6 	3839.7 	3789.9 
fr91	6993.5 	6722.8 	6528.1 	6266.8 	5899.6 	5649.8 	5277.8 	5001.9 	4821.5 	4545.1 
fr92	6933.3 	6665.0 	6472.4 	6247.8 	5844.9 	5693.8 	5467.0 	5236.2 	5065.9 	4745.9 
fr93	2521.0 	2423.3 	2353.3 	2179.2 	1804.5 	1994.4 	1903.4 	1733.4 	1719.4 	1749.5 
fr94	11003.4 	10578.5 	10272.2 	9651.4 	8991.4 	8530.2 	7943.6 	7530.2 	7121.8 	6776.4 
it	1388870.4 p	1335353.7 p	1295225.7 p	1248648.1 p	1191057.3 p	1127091.1 	1087220.4 	1052553.8 	992152.1 	861117.6 
itc1	114256.1 p	108983.3 p	105312.8 p	102194.7 p	98620.8 p	98007.4 	94137.7 	91749.3 	86477.6 	75727.4 
itc2	3490.8 p	3336.6 p	3169.1 p	3055.8 p	2897.3 p	2975.5 	2933.9 	2857.7 	2790.6 	2437.4 
itc3	38639.5 p	37241.1 p	35931.1 p	35390.6 p	33448.2 p	33779.2 	32690.9 	31653.5 	29806.9 	25788.4 
itc4	293128.1 p	283510.9 p	274660.0 p	262911.7 p	249887.5 p	231920.6 	225661.0 	217692.0 	205325.3 	177567.5 
itd1	14779.6 p	13859.8 p	13332.8 p	13043.8 p	13021.3 p	12828.8 	12566.0 	11802.7 	11284.6 	9534.5 
itd2	13942.2 p	13468.7 p	13062.1 p	12648.5 p	12132.7 p	11538.8 	11099.7 	10640.9 	10258.1 	8701.1 
itd3	132245.5 p	125734.9 p	119885.8 p	117095.6 p	112718.6 p	102836.6 	99173.4 	96894.2 	90908.0 	78433.0 
itd4	31355.0 p	30544.0 p	30148.7 p	29085.7 p	27553.9 p	26322.1 	25035.8 	24662.4 	23559.8 	20633.8 
itd5	119278.3 p	116351.9 p	113738.3 p	110558.2 p	106337.3 p	98169.3 	94682.5 	91983.0 	87476.6 	75402.2 
ite1	93054.3 p	90492.6 p	87092.2 p	83865.5 p	79370.6 p	76126.9 	72601.7 	70117.9 	66294.0 	57575.2 
ite2	19152.2 p	18282.9 p	17803.8 p	17501.3 p	16554.4 p	16091.9 	15215.6 	14848.8 	13863.9 	12194.2 
ite3	36124.2 p	34699.9 p	33765.0 p	32181.1 p	30338.9 p	28954.6 	27382.2 	27043.5 	25358.2 	21755.2 
ite4	153467.6 p	141368.2 p	137847.0 p	130582.3 p	124065.2 p	114186.1 	111280.3 	105754.6 	100328.4 	87890.5 
itf1	24380.0 p	24533.5 p	24414.6 p	23684.2 p	22721.2 p	20532.1 	19873.4 	19616.2 	18725.5 	16338.3 
itf2	5516.7 p	5354.6 p	5303.5 p	5156.8 p	4939.6 p	4936.2 	4794.9 	4841.6 	4391.5 	3758.3 
itf3	87797.3 p	85147.7 p	83347.4 p	78800.8 p	74318.3 p	73209.4 	70656.9 	68024.2 	62631.4 	54942.5 
itf4	62904.4 p	61040.4 p	59798.8 p	57934.1 p	55266.1 p	52687.5 	49920.7 	48139.0 	46090.6 	39844.3 
itf5	10002.8 p	9626.8 p	9481.7 p	9207.8 p	8956.9 p	8722.6 	8212.4 	7928.2 	7422.0 	6300.2 
itf6	30607.1 p	29360.6 p	28403.2 p	27608.6 p	26337.3 p	24718.0 	23473.9 	22894.1 	21245.1 	18631.6 
itg1	74948.2 p	73479.7 p	71189.8 p	69050.5 p	66098.9 p	64075.0 	62343.7 	60550.7 	56712.2 	49185.4 
itg2	29800.5 p	28935.7 p	27538.0 p	27090.5 p	25472.4 p	24472.5 	23483.8 	22859.0 	21201.7 	18476.6 
cy	12700.5 	11754.9 	11153.3 	10801.0 	10078.8 	9163.3 	8531.8 	7848.3 	7365.9 	7073.6 
cy00	12700.5 	11754.9 	11153.3 	10801.0 	10078.8 	9163.3 	8531.8 	7848.3 	7365.9 	7073.6 
lv	11156.6 	9977.8 	9911.1 	9319.6 	8495.6 	6817.5 	6014.8 	5507.8 	4472.9 	3792.5 
lv00	11156.6 	9977.8 	9911.1 	9319.6 	8495.6 	6817.5 	6014.8 	5507.8 	4472.9 	3792.5 
lt	18125.8 	16452.1 	15023.2 	13562.4 	12360.3 	10240.5 	9967.7 	8817.5 	6446.1 	4961.1 
lt00	18125.8 	16452.1 	15023.2 	13562.4 	12360.3 	10240.5 	9967.7 	8817.5 	6446.1 	4961.1 
lu	26996.1 	25606.6 	24081.3 	22572.3 	22000.7 	19886.8 	17294.2 	16342.4 	16215.2 	15811.2 
lu00	26996.1 	25606.6 	24081.3 	22572.3 	22000.7 	19886.8 	17294.2 	16342.4 	16215.2 	15811.2 
hu	82302.7 	74661.6 	70808.9 	59530.2 	52041.2 	45074.6 	41930.8 	40352.0 	35580.1 	34118.6 
hu10	36663.7 	33269.8 	32218.5 	26119.0 	22398.4 	19288.1 	17541.4 	17026.4 	14795.5 	13954.9 
hu21	8657.1 	7662.6 	6910.3 	6184.0 	5582.4 	4659.6 	4521.7 	4246.8 	3574.4 	3372.2 
hu22	8517.9 	8041.4 	7262.8 	6211.8 	5851.6 	5072.6 	4533.7 	4152.8 	3654.1 	3433.7 
hu23	5696.5 	5217.3 	5058.4 	4299.3 	3810.7 	3402.9 	3145.3 	3049.4 	2771.9 	2720.0 
hu31	6902.1 	6096.7 	5755.5 	4949.9 	4292.9 	3780.1 	3605.4 	3442.6 	3121.3 	3156.8 
hu32	8233.3 	7526.4 	7007.6 	6058.9 	5069.3 	4382.8 	4300.1 	4221.2 	3786.2 	3673.1 
hu33	7632.0 	6847.4 	6595.8 	5707.3 	5035.8 	4488.5 	4283.2 	4212.8 	3876.6 	3808.0 
mt	4366.8 	4350.0 	4437.4 	4300.8 	4216.3 	3696.3 	3438.2 	3237.7 	2939.4 	2796.5 
mt00	4366.8 	4350.0 	4437.4 	4300.8 	4216.3 	3696.3 	3438.2 	3237.7 	2939.4 	2796.5 
nl	489854.0 p	476945.0 	465214.0 	447731.0 	417960.0 	386193.0 	359858.7 	341138.6 	329315.5 	320502.2 
nl11	20455.1 p	20009.7 	19057.4 	18608.4 	16623.6 	14548.8 	14703.5 	15119.4 	15112.4 	13742.9 
nl12	15711.5 p	15395.9 	14850.0 	14700.8 	13603.2 	12430.0 	11820.8 	11127.2 	10782.2 	10564.3 
nl13	11279.1 p	11222.2 	11044.9 	10742.0 	9766.2 	8991.4 	8562.0 	8379.0 	8052.8 	7929.6 
nl21	29090.4 p	28225.8 	27416.1 	26642.9 	23998.7 	22176.0 	20642.5 	19792.0 	19252.1 	18738.1 
nl22	50587.7 p	49142.9 	47923.4 	46445.7 	43418.9 	40475.8 	37973.2 	36005.6 	34810.6 	34026.5 
nl23	8100.8 p	7790.7 	7226.0 	6856.0 	6113.9 	5603.4 	4937.4 	4588.0 	4271.5 	4229.3 
nl31	42589.7 p	41579.8 	41110.9 	39898.7 	36720.7 	34277.9 	30991.0 	28604.0 	27573.3 	26407.8 
nl32	92254.5 p	89172.9 	87153.1 	80771.1 	78456.3 	72470.7 	66991.2 	63403.9 	60238.5 	58883.0 
nl33	106241.4 p	103474.8 	100714.3 	98074.2 	92787.6 	85791.6 	80397.9 	76283.2 	73481.8 	71943.3 
nl34	10435.6 p	10192.7 	9781.1 	8999.5 	8555.8 	7770.7 	7505.6 	7174.7 	7133.6 	7356.9 
nl41	72364.5 p	70648.3 	69200.2 	67473.8 	61693.6 	56929.9 	52295.2 	48907.9 	47906.0 	46137.7 
nl42	30743.6 p	30089.2 	29736.7 	28517.9 	26221.6 	24726.7 	23038.2 	21753.8 	20700.7 	20542.8 
at	235818.6 	226243.3 	220840.9 	215877.9 	210392.3 	200025.3 	191076.4 	184287.1 	186282.8 	183220.6 
at11	5585.2 	5357.3 	5179.0 	4952.4 	4746.8 	4475.1 	4265.6 	4118.1 	4093.9 	4025.2 
at12	36582.9 	34989.7 	34274.9 	33297.3 	33212.0 	31376.5 	30131.1 	28657.8 	29031.3 	28771.0 
at13	64965.3 	62792.2 	61160.5 	59399.4 	57380.3 	55027.6 	52454.4 	51159.0 	52342.0 	51107.1 
at21	13627.6 	13061.7 	12783.7 	12505.5 	12227.1 	11870.8 	11250.0 	10936.2 	11062.3 	10879.1 
at22	29684.2 	28211.3 	27266.2 	27337.2 	26606.1 	25330.8 	24084.2 	23352.1 	23071.4 	22540.4 
at31	37554.7 	35987.4 	35236.2 	34905.8 	33781.7 	31839.6 	30392.3 	29326.2 	29437.1 	29069.8 
at32	16679.0 	15884.2 	15653.0 	15337.4 	15143.5 	14483.0 	14085.1 	13402.2 	13514.7 	13236.6 
at33	20304.7 	19660.7 	19126.5 	18342.6 	17751.9 	16692.0 	15975.5 	15232.6 	15487.3 	15498.9 
at34	10834.9 	10298.9 	10160.9 	9800.4 	9542.8 	8929.9 	8438.2 	8102.8 	8242.8 	8092.4 
pl	203951.6 	191408.4 	209431.1 	212195.9 	185774.6 	157616.5 	153429.4 	138705.4 	123435.7 	106362.8 
pl11	12756.5 	12032.6 	13077.7 	13129.9 	11500.8 	9809.0 	9330.5 	8479.5 	7361.6 	6749.0 
pl12	41594.4 	39856.2 	43251.8 	44383.7 	37498.7 	31911.0 	29976.3 	25828.6 	22410.3 	17822.7 
pl21	14868.8 	13977.0 	15175.1 	15061.0 	13587.3 	11419.8 	11396.4 	10121.4 	8982.0 	7694.1 
pl22	28263.6 	25787.8 	28311.6 	28388.4 	24985.4 	21183.9 	20985.6 	19861.9 	18167.1 	16087.8 
pl31	8109.0 	7760.6 	8470.4 	8693.1 	7505.5 	6481.3 	6613.7 	6110.6 	5507.6 	4840.5 
pl32	7823.4 	7437.9 	8079.2 	8217.1 	7115.1 	6234.4 	6278.3 	5729.1 	5085.3 	4424.6 
pl33	5333.8 	5062.7 	5481.9 	5488.2 	4905.3 	4170.6 	4032.6 	3596.2 	3275.7 	2884.2 
pl34	4802.6 	4586.9 	5116.9 	5203.8 	4426.9 	3685.3 	3793.1 	3516.3 	3049.5 	2598.2 
pl41	19310.9 	17640.0 	19067.9 	19710.0 	17276.5 	14332.9 	14011.9 	12568.7 	10669.1 	9021.0 
pl42	8426.1 	8066.3 	9137.8 	9373.3 	8383.7 	7058.6 	6748.5 	6210.8 	5682.0 	4881.2 
